e401k,inc,marr,male,age,fsize,nettfa,p401k,pira
1,54.56999969482422,1,0,48,3,0,0,0
1,23.415000915527344,0,0,45,1,14.23799991607666,1,0
0,35.85599899291992,1,0,31,5,-0.8500000238418579,0,0
0,14.22599983215332,1,0,49,3,-0.25,0,0
1,48.05400085449219,1,0,39,3,4.449999809265137,0,0
1,78.878997802734375,1,0,28,4,31.82900047302246,1,1
1,40.09199905395508,1,0,35,4,23.648000717163086,1,0
0,26.736000061035156,1,0,63,3,11.800000190734863,0,0
0,34.65599822998047,0,1,51,3,13,0,0
0,29.676000595092773,0,1,27,1,5,0,0
1,42.40800094604492,1,0,33,3,-1.840000033378601,0,0
0,10.664999961853027,0,0,60,2,-1.2079999446868896,0,0
1,25.5,0,1,43,2,0.4000000059604645,0,0
0,19.767000198364258,1,1,33,3,0.05700000002980232,0,0
1,10.20300006866455,0,1,37,1,-0.20000000298023224,1,0
0,40.58399963378906,0,0,27,1,9.605999946594238,0,1
0,29.597999572753906,0,0,27,1,-6.375999927520752,0,0
0,24.687000274658203,0,1,40,1,0,0,0
0,31.253999710083008,1,0,43,4,0,0,0
0,30.927000045776367,1,0,41,3,17.74799919128418,0,1
0,18.117000579833984,0,0,49,1,10.220000267028809,0,1
0,12.359999656677246,0,0,33,3,0,0,0
0,14.343000411987305,0,0,53,2,0.15000000596046448,0,0
0,21.9689998626709,1,0,51,2,0.800000011920929,0,0
0,97.04399871826172,1,0,61,2,184.10000610351562,0,1
0,121.72200012207031,1,0,61,2,70.01000213623047,0,0
0,30.996000289916992,1,0,37,4,7.650000095367432,0,0
1,35.70600128173828,1,0,29,5,-0.05000000074505806,1,0
0,44.183998107910156,1,0,30,4,-37.07400131225586,0,0
0,12.881999969482422,0,0,53,2,-4.300000190734863,0,0
0,22.815000534057617,0,0,36,2,6.75,0,1
1,51.959999084472656,1,0,40,4,-0.8999999761581421,0,0
0,30.674999237060547,0,0,57,1,57.79999923706055,0,1
1,39.10200119018555,0,0,25,1,21.04800033569336,1,1
0,32.099998474121094,0,0,39,1,23.700000762939453,0,1
1,37.242000579833984,1,0,41,4,-11.892000198364258,1,0
1,38.189998626708984,1,0,34,4,11.612000465393066,1,0
0,29.694000244140625,1,0,62,2,78.5989990234375,0,1
1,29.969999313354492,0,0,35,2,18.5,1,0
0,67.12799835205078,1,0,40,2,89.5,0,1
1,44.099998474121094,0,1,27,1,23,1,0
0,20.766000747680664,1,0,61,4,20.399999618530273,0,1
1,41.99100112915039,1,0,63,2,34.29999923706055,0,0
0,53.65800094604492,1,0,38,3,0.05000000074505806,0,0
0,15.722999572753906,0,1,60,1,0,0,0
1,23.481000900268555,1,0,25,2,-11.760000228881836,1,0
0,22.118999481201172,0,0,59,1,4.5,0,1
1,20.15999984741211,0,1,36,5,4.199999809265137,1,0
0,21.645000457763672,0,1,41,1,1.6740000247955322,0,0
1,15.579000473022461,0,0,32,4,0.2800000011920929,1,0
1,135.11399841308594,1,0,43,2,139.55999755859375,1,1
0,39.12300109863281,1,0,49,3,6.047999858856201,0,0
1,12.954000473022461,0,0,52,5,5.599999904632568,1,0
1,28.047000885009766,0,1,31,1,16.700000762939453,0,0
1,10.125,0,0,47,1,0,0,0
1,24.8700008392334,0,0,38,3,-0.550000011920929,0,0
1,23.319000244140625,1,0,56,5,49.94900131225586,1,1
0,40.244998931884766,1,0,42,6,2.078000068664551,0,0
0,53.85599899291992,1,0,47,4,-1.5800000429153442,0,0
1,73.3499984741211,1,0,53,2,87.75,1,1
0,28.99799919128418,0,0,35,3,0.10000000149011612,0,0
0,53.132999420166016,1,0,54,3,1.7990000247955322,0,0
0,17.969999313354492,1,1,29,3,2,0,0
0,93.33599853515625,1,1,55,4,100,0,0
1,50.23500061035156,0,1,45,2,3.249000072479248,1,0
0,17.22599983215332,1,1,35,6,0,0,0
1,14.15999984741211,1,0,42,3,18.5,1,0
0,21.209999084472656,0,1,36,1,2,0,0
0,14.781000137329102,0,0,25,2,0.04899999871850014,0,0
0,44.79899978637695,1,0,63,2,97.33300018310547,0,1
0,37.428001403808594,1,0,34,4,-4.099999904632568,0,0
0,21.843000411987305,0,1,59,2,12.618000030517578,0,0
0,33.84299850463867,0,1,35,2,0,0,0
1,31.350000381469727,1,0,56,3,15,0,1
1,34.96200180053711,1,0,36,5,2.8989999294281006,0,0
0,20.53499984741211,0,0,41,3,6.499000072479248,0,1
1,34.41299819946289,1,0,30,2,-2.1500000953674316,0,0
1,16.06800079345703,0,0,26,2,-1.2999999523162842,0,0
1,73.55999755859375,1,0,44,4,41.400001525878906,0,0
0,21.305999755859375,0,0,30,2,10.029000282287598,0,0
0,19.950000762939453,1,0,30,3,-7.349999904632568,0,0
0,77.97899627685547,1,0,56,2,19,0,1
0,99.15899658203125,0,1,37,1,11.5,0,1
1,76.68000030517578,0,0,48,1,6.329999923706055,1,0
0,11.34000015258789,0,1,31,1,0,0,0
0,41.981998443603516,0,0,38,4,10.5,0,0
0,33.36600112915039,0,0,37,2,-3.4749999046325684,0,0
0,32.47200012207031,0,0,41,2,0.4399999976158142,0,0
1,100.49099731445312,1,1,32,2,58.89899826049805,1,1
1,100.00800323486328,1,0,53,2,73.80000305175781,1,0
0,35.48699951171875,0,1,51,1,-2.9000000953674316,0,0
1,22.01099967956543,1,0,38,5,7.800000190734863,1,0
0,55.55400085449219,1,0,31,5,-2,0,0
0,49.50899887084961,0,0,42,3,17.517000198364258,0,0
0,13.140000343322754,0,1,32,2,3,0,0
0,25.158000946044922,1,0,31,3,0.800000011920929,0,0
0,19.466999053955078,1,0,37,3,0.699999988079071,0,0
0,74.04000091552734,1,0,54,2,40.79999923706055,0,0
0,19.152000427246094,1,0,28,3,-3.440000057220459,0,0
1,16.00200080871582,0,1,53,1,44.310001373291016,1,0
0,17.80500030517578,1,0,62,3,-2.5,0,0
0,30.75,1,0,29,2,-3.25,0,0
0,24.645000457763672,1,0,40,5,-0.8880000114440918,0,0
1,69.71399688720703,1,0,38,3,46.231998443603516,1,1
1,63.012001037597656,1,0,49,4,21.200000762939453,1,1
0,16.200000762939453,1,0,61,2,0,0,0
0,12.960000038146973,0,1,40,1,0,0,0
0,11.45199966430664,0,0,43,1,0.2630000114440918,0,0
1,27,0,0,64,1,49.042999267578125,0,1
1,38.375999450683594,0,1,40,2,5.900000095367432,1,0
0,23.082000732421875,0,0,43,1,17.899999618530273,0,1
1,59.58000183105469,1,0,41,3,86.30000305175781,1,1
0,11.95199966430664,1,0,33,6,-0.7649999856948853,0,0
1,97.93499755859375,1,0,39,4,54.5,1,1
1,89.94000244140625,1,0,48,5,23.798999786376953,1,1
0,26.826000213623047,0,1,64,1,2,0,0
0,45.624000549316406,1,0,41,4,0.10000000149011612,0,0
1,35.981998443603516,1,1,38,4,87.91999816894531,1,1
0,33.01499938964844,1,0,42,2,2.249000072479248,0,0
0,41.88600158691406,1,0,45,4,1.100000023841858,0,0
1,15.699000358581543,1,1,46,3,33.349998474121094,1,0
1,81,1,0,31,3,43.900001525878906,1,1
0,42.060001373291016,1,0,41,4,18.600000381469727,0,1
1,63.999000549316406,1,0,39,4,7.098999977111816,1,1
0,52.64099884033203,1,1,35,4,9.145000457763672,0,0
0,19.01099967956543,1,0,28,3,10.699000358581543,0,0
0,10.145999908447266,1,0,63,2,-1.690999984741211,0,0
0,21.420000076293945,1,0,52,5,-1.2450000047683716,0,0
0,10.710000038146973,0,1,37,1,0.10000000149011612,0,0
0,22.440000534057617,1,0,29,3,-2.140000104904175,0,0
1,12.486000061035156,1,1,33,1,5,1,0
0,53.38199996948242,1,0,58,4,22.999000549316406,0,1
1,42.65999984741211,1,0,33,3,1.4490000009536743,0,0
0,15.569999694824219,0,1,49,1,-0.03999999910593033,0,0
1,38.262001037597656,1,0,53,2,3.990000009536743,0,0
0,23.34600067138672,1,0,55,3,16.208999633789062,0,0
1,39.20399856567383,0,1,43,2,0.29899999499320984,0,0
0,57.599998474121094,1,0,47,2,13.199999809265137,0,1
0,36,1,0,25,4,-3.059999942779541,0,0
1,60.22800064086914,1,0,38,5,45.0099983215332,1,0
0,63.93899917602539,1,0,41,4,11.243000030517578,0,0
0,16.937999725341797,1,0,25,3,6.215000152587891,0,0
1,57.78300094604492,1,0,51,2,43.5,0,0
0,36.36899948120117,1,0,46,3,-2.549999952316284,0,0
1,37.104000091552734,1,0,57,2,59.349998474121094,1,1
1,35.189998626708984,1,0,40,4,4,0,0
0,13.206000328063965,0,1,61,4,52,0,1
1,29.3700008392334,1,0,54,4,-3.5999999046325684,0,0
0,17.43000030517578,0,0,61,4,-0.30000001192092896,0,0
1,25.799999237060547,1,0,31,5,-4.574999809265137,1,0
0,17.253000259399414,1,0,34,2,0.0949999988079071,0,0
1,45.9630012512207,0,1,54,1,162.56399536132812,0,1
1,42.5099983215332,1,0,31,2,-10,1,0
0,42.672000885009766,1,0,40,4,27.149999618530273,0,0
0,37.91999816894531,0,0,40,3,6,0,0
0,49.26300048828125,1,0,48,4,32.29899978637695,0,0
1,34.75199890136719,0,0,43,1,-4.383999824523926,0,0
1,43.91400146484375,0,0,44,2,5.929999828338623,1,0
0,52.439998626708984,1,0,46,3,51.29899978637695,0,1
0,41.29800033569336,1,0,39,4,-17.038999557495117,0,0
0,11.807999610900879,1,0,39,5,0,0,0
0,39.36600112915039,1,0,39,2,0.5490000247955322,0,0
0,49.79999923706055,0,1,35,1,109.5,0,1
0,24.516000747680664,1,0,33,5,-0.4399999976158142,0,0
0,37.650001525878906,1,0,29,2,19.549999237060547,0,1
1,23.097000122070312,1,0,27,4,-0.23999999463558197,1,0
0,31.54800033569336,1,0,29,6,15.645000457763672,0,0
0,29.280000686645508,1,0,43,4,5.583000183105469,0,0
0,31.875,0,1,30,1,-2.9000000953674316,0,0
0,45.41999816894531,0,1,31,1,1.149999976158142,0,0
0,43.96799850463867,1,0,57,2,17.298999786376953,0,0
1,31.43400001525879,0,1,31,1,-1.0499999523162842,1,0
0,95.70600128173828,1,0,41,5,-4.5370001792907715,0,1
0,56.11800003051758,0,1,36,1,4.699999809265137,0,1
1,54.13199996948242,0,0,56,1,79.69999694824219,0,0
0,60.494998931884766,1,0,25,2,-6.699999809265137,0,0
0,43.470001220703125,1,0,44,3,2,0,0
1,21.729000091552734,0,1,27,1,-19.280000686645508,0,0
0,41.099998474121094,1,1,49,1,4.999000072479248,0,0
0,21.690000534057617,0,1,27,1,1.340000033378601,0,0
0,11.628000259399414,0,0,35,3,5,0,0
1,51.10200119018555,1,1,48,4,12.699999809265137,0,0
0,117.6510009765625,1,0,38,4,115.5,0,1
0,35.099998474121094,1,0,46,3,0,0,0
0,24.299999237060547,0,0,58,4,5,0,0
1,46.91999816894531,1,1,59,6,45,1,0
0,22.392000198364258,0,0,32,1,24.200000762939453,0,1
1,42.47999954223633,0,0,43,2,5.900000095367432,1,0
0,14.670000076293945,1,0,26,2,-14.5,0,0
0,64.332000732421875,1,0,56,5,42.19599914550781,0,0
0,28.03499984741211,0,1,26,3,0.2750000059604645,0,0
0,32.928001403808594,0,0,38,2,1.6799999475479126,0,0
1,47.025001525878906,1,0,39,5,26.799999237060547,0,1
1,17.990999221801758,1,0,44,3,3.3499999046325684,1,1
0,30.062999725341797,0,1,49,1,33.79999923706055,0,1
1,65.1510009765625,1,0,38,3,54.24399948120117,1,1
0,44.270999908447266,1,0,52,6,10.399999618530273,0,1
0,43.2599983215332,1,0,36,8,8.899999618530273,0,0
0,28.554000854492188,1,0,28,4,1,0,0
0,87.720001220703125,1,0,47,2,29.319000244140625,0,1
0,25.416000366210938,1,0,39,6,0,0,0
1,27.711000442504883,1,0,52,4,-3.0290000438690186,1,0
0,19.80900001525879,0,0,49,3,6.199999809265137,0,0
0,30.527999877929688,0,1,58,1,21,0,0
0,20.399999618530273,0,0,36,4,-1,0,0
0,17.900999069213867,0,0,31,3,0,0,0
0,10.199999809265137,0,0,41,2,0.20000000298023224,0,0
0,52.47600173950195,0,1,33,1,13.175999641418457,0,0
0,179.3730010986328,1,0,61,2,358.3999938964844,0,1
1,43.31700134277344,0,0,59,1,373.5559997558594,1,1
0,100.02899932861328,1,0,34,5,-0.25,0,0
1,59.736000061035156,1,0,47,4,161.94000244140625,1,1
0,38.801998138427734,0,0,31,6,0.10000000149011612,0,0
1,37.814998626708984,1,0,27,4,-1.4359999895095825,1,0
0,13.482000350952148,1,0,27,3,-2.25,0,0
0,14.399999618530273,0,0,31,3,-1.715000033378601,0,0
0,10.272000312805176,0,1,30,1,-0.019999999552965164,0,0
0,12.588000297546387,1,0,31,6,0,0,0
1,52.236000061035156,1,0,29,4,31.847000122070312,0,1
1,39.71699905395508,0,0,45,3,-0.800000011920929,0,0
1,69.15599822998047,1,0,44,3,46.930999755859375,0,0
0,69.69599914550781,1,0,35,5,-0.75,0,0
0,10.800000190734863,0,0,39,2,0,0,0
0,15.402000427246094,1,1,40,5,0,0,0
1,10.38599967956543,0,0,36,1,3,0,0
0,17.37299919128418,1,0,29,3,-2.8610000610351562,0,0
0,47.70000076293945,1,1,52,2,1.9500000476837158,0,0
0,44.24100112915039,0,0,31,3,-0.9200000166893005,0,0
0,62.130001068115234,1,0,50,4,37.999000549316406,0,0
0,37.86899948120117,1,0,56,3,-9.699999809265137,0,0
1,25.382999420166016,0,1,47,1,22.048999786376953,1,1
0,39.64500045776367,1,0,61,2,91.0989990234375,0,1
1,51.28799819946289,1,0,61,2,81.5,1,1
1,24.843000411987305,1,0,56,4,56.290000915527344,1,1
1,26.538000106811523,0,1,38,1,17.25,1,0
0,21.299999237060547,1,0,42,5,4.599999904632568,0,0
1,93.75599670410156,1,0,55,2,102.3489990234375,1,0
0,26.295000076293945,0,0,53,1,2.1989998817443848,0,0
1,11.70300006866455,0,0,51,6,-1,1,0
1,19.559999465942383,0,1,26,1,6.900000095367432,0,0
1,63.207000732421875,1,0,32,2,6.179999828338623,1,0
1,42.959999084472656,0,0,40,1,-5,0,0
1,44.75400161743164,0,0,37,1,-5.5,0,0
0,36.060001373291016,1,0,44,4,16.399999618530273,0,1
0,44.939998626708984,1,1,45,3,0.9990000128746033,0,0
1,29.57699966430664,1,0,39,5,7.676000118255615,0,0
1,27.413999557495117,1,0,30,4,0,0,0
0,18.695999145507812,0,0,48,2,0,0,0
0,58.62900161743164,1,0,42,4,0.5,0,0
1,47.94599914550781,1,1,43,3,0.9769999980926514,0,0
0,13.314000129699707,0,0,37,2,-0.30000001192092896,0,0
0,47.400001525878906,0,0,43,3,-0.1899999976158142,0,0
0,27.695999145507812,0,0,57,1,231.75900268554688,0,1
0,30.83099937438965,1,0,48,4,5.39900016784668,0,0
0,13.770000457763672,0,1,31,1,0,0,0
0,16.559999465942383,1,0,30,4,-0.800000011920929,0,0
1,31.469999313354492,1,0,26,4,6.139999866485596,1,1
1,52.757999420166016,1,0,42,5,45.650001525878906,1,0
1,26.597999572753906,1,0,34,3,-7.400000095367432,0,0
1,23.604000091552734,1,0,63,3,10.5,0,1
1,90.9000015258789,0,1,52,2,81.19999694824219,1,0
1,43.45199966430664,1,0,46,5,20.889999389648438,0,1
1,82.57499694824219,1,1,45,7,22.332000732421875,0,0
1,13.260000228881836,0,0,55,1,-18,1,0
1,24.299999237060547,1,0,34,4,1.0989999771118164,0,0
0,11.729999542236328,0,0,34,2,1,0,0
0,26.399999618530273,1,0,52,4,-4.800000190734863,0,0
0,23.8799991607666,1,0,35,3,-8.800000190734863,0,0
0,34.26900100708008,1,0,33,4,-6.451000213623047,0,0
1,62.59199905395508,1,0,31,3,-20.892000198364258,1,0
1,45.9119987487793,1,0,34,4,9.600000381469727,1,0
1,43.992000579833984,1,0,41,3,52.025001525878906,1,1
0,31.958999633789062,0,0,59,1,-9.300000190734863,0,0
1,23.729999542236328,1,0,33,4,-3.015000104904175,0,0
1,110.25,1,0,33,3,5.098999977111816,0,0
1,62.691001892089844,1,0,46,4,36.06800079345703,0,0
0,25.395000457763672,0,1,25,1,0.699999988079071,0,0
1,58.301998138427734,1,0,36,5,-6.201000213623047,1,0
1,19.200000762939453,1,0,45,4,6.25,1,0
1,35.832000732421875,1,0,33,4,-8,0,0
1,73.589996337890625,1,0,34,4,2.5999999046325684,1,0
1,39.99599838256836,1,0,33,2,6,1,1
0,49.845001220703125,1,1,33,2,5.691999912261963,0,1
1,31.274999618530273,1,0,60,2,1.7000000476837158,1,0
1,39.92100143432617,1,0,57,2,43.61199951171875,1,0
1,43.854000091552734,0,0,47,2,58.01900100708008,1,0
0,10.220999717712402,1,0,26,7,-0.5099999904632568,0,0
1,20.4060001373291,1,0,47,2,0.30000001192092896,0,0
1,25.75200080871582,0,1,33,1,20.149999618530273,1,0
0,18.04199981689453,1,1,30,5,-10.300000190734863,0,1
1,42.0359992980957,1,1,35,2,9.199999809265137,1,0
1,62.38199996948242,1,1,32,3,-4.675000190734863,1,0
0,53.84700012207031,1,1,56,2,99.89900207519531,0,1
0,70.3740005493164,1,0,53,2,5.75600004196167,0,0
0,10.710000038146973,0,1,35,1,0,0,0
0,15.612000465393066,0,0,38,3,0.6499999761581421,0,0
1,25.200000762939453,1,0,25,4,0.6000000238418579,1,0
0,29.264999389648438,1,0,39,3,5.5,0,0
0,21.996000289916992,0,1,39,1,10.378000259399414,0,0
0,63.75,0,0,30,1,223.0749969482422,0,1
0,58.143001556396484,1,0,37,2,7.764999866485596,0,1
0,147.99600219726562,1,0,27,2,49.70000076293945,0,0
0,13.607999801635742,0,0,57,2,-0.9480000138282776,0,0
0,27.780000686645508,0,1,52,1,67,0,0
0,26.663999557495117,1,0,61,3,38.0099983215332,0,0
1,62.4630012512207,1,0,48,4,5.5,1,1
1,20.34000015258789,0,1,26,1,0.04899999871850014,0,0
0,11.843999862670898,0,0,35,2,0,0,0
0,89.279998779296875,0,1,29,1,-0.5,0,0
0,180.85800170898438,1,1,26,3,1.6360000371932983,0,0
1,42.14699935913086,1,0,47,4,6.999000072479248,1,0
1,61.57500076293945,1,0,47,3,56.94300079345703,1,1
0,16.266000747680664,1,1,25,2,-3.24399995803833,0,0
1,49.96500015258789,1,0,37,5,1.899999976158142,1,0
1,102.39600372314453,0,0,38,1,72,1,1
0,13.706999778747559,0,0,34,3,-3.069999933242798,0,0
1,57.029998779296875,1,0,38,4,30.424999237060547,1,1
1,31.59600067138672,1,0,42,4,2.11899995803833,1,0
1,48.900001525878906,1,0,42,3,41.24100112915039,1,1
1,36.86399841308594,1,0,59,2,-4.6020002365112305,0,1
0,22.68000030517578,1,0,29,6,-2.200000047683716,0,0
1,42.641998291015625,1,0,58,3,4.448999881744385,0,0
0,36.8849983215332,1,0,29,4,-2.5,0,0
0,19.374000549316406,0,0,29,3,-4.900000095367432,0,0
0,16.509000778198242,0,0,52,1,174.99899291992188,0,1
1,47.82600021362305,0,0,38,1,22.849000930786133,1,0
1,61.17599868774414,1,0,40,5,79.1500015258789,1,1
1,100.01100158691406,0,1,46,1,63.249000549316406,1,1
1,25.950000762939453,1,0,30,3,1.8550000190734863,1,0
0,15.300000190734863,0,1,30,3,0,0,0
1,32.19599914550781,0,0,59,2,65.19999694824219,1,1
0,96.33599853515625,1,1,43,4,89.3280029296875,0,1
0,34.79999923706055,0,1,58,1,82.5,0,1
1,39.255001068115234,1,0,43,5,2.6989998817443848,1,0
0,109.39199829101562,1,0,39,5,38.20000076293945,0,0
0,19.3799991607666,1,0,25,3,0.3449999988079071,0,0
1,47.891998291015625,1,0,36,3,-3.240000009536743,1,0
0,21.804000854492188,0,1,32,1,0,0,0
1,19.799999237060547,0,1,38,2,2.5,1,0
1,20.652000427246094,0,0,44,2,-0.28999999165534973,0,0
1,49.20000076293945,0,1,27,1,-8.5,1,0
1,59.04600143432617,1,0,36,2,9,1,0
1,28.71299934387207,1,0,48,5,-29.100000381469727,1,0
1,34.391998291015625,1,0,36,4,-0.578000009059906,1,0
1,25.96500015258789,0,0,34,1,8.60099983215332,1,0
0,10.710000038146973,0,0,26,1,0,0,0
0,26.808000564575195,1,0,62,2,0.30000001192092896,0,0
1,36.20100021362305,1,0,27,5,4.89900016784668,1,0
0,24.867000579833984,1,1,36,2,20.39900016784668,0,1
0,32.369998931884766,1,0,37,4,9.279000282287598,0,0
1,16.200000762939453,0,0,58,2,15.649999618530273,1,0
0,49.83000183105469,1,0,51,2,-1.2009999752044678,0,0
1,37.242000579833984,1,0,64,2,10.329000473022461,1,0
0,16.829999923706055,1,0,42,7,-3,0,0
0,34.8390007019043,0,1,36,1,2.6470000743865967,0,1
1,45.84600067138672,1,0,33,5,39.400001525878906,1,0
1,41.922000885009766,1,0,31,5,6.449999809265137,1,0
1,18.468000411987305,0,0,59,1,1.0750000476837158,1,0
1,67.430999755859375,1,0,51,3,55.689998626708984,1,1
0,33.077999114990234,0,1,39,1,-0.30000001192092896,0,0
1,45.27899932861328,1,0,40,3,1.8650000095367432,1,0
0,104.23500061035156,1,0,53,2,144.5,0,1
1,66.47699737548828,1,0,51,3,82.01499938964844,1,1
0,60.70199966430664,1,0,36,4,8.699999809265137,0,0
0,47.25,0,1,44,1,-0.6000000238418579,0,0
0,31.829999923706055,1,0,37,5,0,0,0
0,20.459999084472656,0,0,26,4,0.10000000149011612,0,0
0,18.695999145507812,0,0,59,1,0,0,0
0,72.0989990234375,1,0,46,2,0.04399999976158142,0,0
1,139.93800354003906,1,0,53,4,141.3000030517578,1,1
0,17.16900062561035,1,0,49,6,85.55999755859375,0,1
1,39.249000549316406,1,0,30,4,5.453999996185303,1,0
1,47.790000915527344,1,0,56,3,36.27000045776367,1,1
1,31.643999099731445,1,0,32,4,-23.16200065612793,0,0
0,19.413000106811523,0,0,41,4,-4.09499979019165,0,0
1,123.11100006103516,1,0,55,2,31.97100067138672,1,1
1,23.985000610351562,0,0,46,1,25.299999237060547,1,1
1,39,0,1,38,1,1134.0980224609375,1,1
1,48.61199951171875,1,0,41,4,41.827999114990234,1,0
1,39.395999908447266,1,1,29,3,-6.599999904632568,1,0
0,21.458999633789062,0,0,39,2,-2.680999994277954,0,0
0,37.53900146484375,0,0,55,1,26.499000549316406,0,1
0,58.95899963378906,0,0,51,1,110.0999984741211,0,1
0,15.84000015258789,1,0,30,2,-10.600000381469727,0,0
1,69.94200134277344,1,0,34,3,36.5,1,0
0,14.850000381469727,0,0,45,2,1.7999999523162842,0,0
0,13.491000175476074,0,0,49,1,-0.3059999942779541,0,0
0,33.6510009765625,0,1,64,1,-10.946000099182129,0,0
0,17.882999420166016,0,1,36,1,-2.384000062942505,0,0
0,31.530000686645508,0,0,44,2,-2.240000009536743,0,0
0,27.55500030517578,0,0,30,1,-14.350000381469727,0,0
1,36.599998474121094,1,0,44,4,-2,0,1
1,57.38999938964844,1,0,51,4,48.70000076293945,1,1
0,25.5,1,0,32,3,-0.29499998688697815,0,0
0,17.106000900268555,1,0,52,4,37.62300109863281,0,1
1,60.303001403808594,1,0,35,4,53.45000076293945,1,0
0,55.30500030517578,1,0,28,3,-5.75,0,0
0,33.19200134277344,0,0,38,2,-0.4000000059604645,0,0
0,41.71200180053711,1,0,33,4,46.5,0,0
0,55.35900115966797,1,0,30,2,-15.100000381469727,0,0
1,59.16600036621094,0,1,61,5,46.0989990234375,1,1
1,39.03900146484375,1,0,63,2,39.79899978637695,0,1
0,18.989999771118164,0,0,39,1,-1.4509999752044678,0,0
0,87.1500015258789,1,0,46,2,15.324999809265137,0,1
0,24.486000061035156,1,0,41,4,-2.299999952316284,0,0
0,11.868000030517578,0,0,45,3,-0.8999999761581421,0,0
0,48.36000061035156,1,0,39,4,-3,0,0
1,13.005000114440918,0,0,51,5,1,1,0
1,34.59600067138672,0,0,39,4,3.559000015258789,1,0
0,12.03600025177002,1,0,31,6,-0.07999999821186066,0,0
0,18.360000610351562,0,1,30,3,0.05000000074505806,0,0
1,100.35600280761719,0,1,36,1,-14.180000305175781,0,0
0,11.616000175476074,0,1,28,1,4.199999809265137,0,0
0,27.56999969482422,1,0,32,3,1,0,0
0,35.28300094604492,1,0,35,5,13.409000396728516,0,0
1,43.301998138427734,1,0,29,4,9.406000137329102,1,0
0,37.992000579833984,1,0,59,7,-12.600000381469727,0,0
0,29.283000946044922,1,0,28,4,2.015000104904175,0,0
1,36.974998474121094,1,0,41,6,4.199999809265137,1,0
0,65.86499786376953,1,0,51,2,89.410003662109375,0,1
1,54.04499816894531,0,0,46,1,-2.5510001182556152,1,1
1,18.5939998626709,0,0,32,1,5.673999786376953,1,0
0,21.405000686645508,1,0,36,4,0,0,0
0,35.75699996948242,0,1,33,1,-0.7620000243186951,0,0
1,34.5359992980957,1,0,64,2,8.7089996337890625,0,0
0,18.29400062561035,0,0,32,2,0.42500001192092896,0,0
1,59.97600173950195,1,0,37,3,77.87799835205078,1,1
1,30.13800048828125,1,0,50,4,4.499000072479248,1,0
1,100.125,1,0,36,4,109.25,1,1
1,25.61400032043457,1,0,40,4,-2.4739999771118164,0,0
0,11.475000381469727,0,0,64,1,0,0,0
0,13.631999969482422,0,1,41,2,0.4000000059604645,0,0
0,20.525999069213867,1,0,31,3,0.550000011920929,0,0
1,20.43000030517578,1,0,43,4,6.239999771118164,1,0
1,22.242000579833984,0,0,43,2,0.4000000059604645,0,0
1,38.25299835205078,1,1,36,5,-0.5,1,0
1,71.358001708984375,0,0,45,2,1018.2379760742188,1,0
0,44.375999450683594,1,0,28,4,11.399999618530273,0,0
0,32.74800109863281,1,0,26,4,-1.7000000476837158,0,0
0,24.878999710083008,1,0,38,5,-3.6649999618530273,0,0
1,54.29999923706055,1,0,28,4,5.099999904632568,1,0
0,21.674999237060547,0,1,29,1,0.10000000149011612,0,0
1,49.439998626708984,1,0,63,4,136.8990020751953,0,0
1,76.10399627685547,0,0,63,2,152.5,1,1
0,14.97599983215332,0,1,34,1,3.999000072479248,0,0
1,44.696998596191406,0,1,29,1,8.5,1,0
0,28.0049991607666,0,0,43,3,1.399999976158142,0,1
0,76.36199951171875,1,0,38,5,53.599998474121094,0,1
0,63.858001708984375,1,0,31,5,-3.700000047683716,0,0
0,76.08000183105469,1,0,33,4,-7.151000022888184,0,1
0,28.134000778198242,1,0,37,3,-4.699999809265137,0,0
1,69.32099914550781,1,0,40,4,-75.6520004272461,0,1
0,33.00600051879883,1,0,33,3,-0.30000001192092896,0,0
0,85.51499938964844,1,0,49,2,66.69100189208984,0,0
0,23.040000915527344,0,1,26,1,4.349999904632568,0,0
1,36.119998931884766,1,0,46,3,17.5,0,0
0,42.37799835205078,1,0,38,4,-21.700000762939453,0,0
1,48.965999603271484,1,0,37,3,48.85599899291992,1,1
1,37.0260009765625,1,0,55,2,19.204999923706055,1,1
0,30.33300018310547,0,0,43,3,0.05900000035762787,0,0
1,54.060001373291016,0,0,35,1,21.860000610351562,1,1
1,95.822998046875,1,0,36,3,31.198999404907227,1,1
0,44.50199890136719,1,0,30,5,4.998000144958496,0,0
1,68.38800048828125,1,0,40,4,11.88599967956543,1,0
0,20.066999435424805,0,0,58,3,29,0,0
0,31.260000228881836,1,0,33,4,-7.5,0,0
0,37.70399856567383,1,0,29,3,3.799999952316284,0,0
1,22.950000762939453,0,0,48,3,-3.364000082015991,0,0
0,79.5,1,0,33,4,8.512999534606934,0,0
0,26.850000381469727,1,0,28,2,3.9000000953674316,0,1
0,61.856998443603516,1,1,42,5,65.33000183105469,0,1
1,60.069000244140625,1,0,42,4,30.5,1,0
1,59.97600173950195,1,0,55,3,24.086999893188477,1,1
1,14.496000289916992,0,0,44,5,1.399999976158142,1,0
0,23.25,0,0,49,1,89.9000015258789,0,1
0,49.5,0,0,34,3,-3,0,0
1,68.1719970703125,1,0,51,5,1.6449999809265137,1,0
0,22.5,0,0,32,2,0.75,0,0
0,33.119998931884766,1,0,35,4,-14,0,0
0,11.640000343322754,0,0,46,2,-3.890000104904175,0,0
